Giá,Khoảng_giá_min,Khoảng_giá_max,Thương_hiệu,Dòng_xe,Số_Km_đã_đi,Loại_xe,Dung_tích_xe,Xuất_xứ,Tuổi_đời_xe,Km_per_Year,Text_Raw,is_hqcn,is_nhap_y,is_abs,is_smartkey,is_vip_plate,is_zin,is_chinh_chu
100000000.0,23.67 tr,27.79 tr,Honda,SH,8000,Tay ga,100 - 175 cc,Nước khác,21,363.6363636363636,sh ý zin ai có nhu cầu mua xe liên hệ sdt xem xe trực tiếp quận 1 hcm,0,1,0,0,0,1,0
14800000.0,13.62 tr,15.98 tr,SYM,Wolf,10000,Tay côn/Moto,100 - 175 cc,Đài Loan,10,909.0909090909091,bán xe wolf 125cc tình trạng đồ zin còn 80 có độ cafe nhẹ máy êm mạnh nổ thì thầm hệ thống đèn còi xi nhan còn hoạt động tốt biển số tp dễ nhìn chia sẽ cho ae cùng đam mê xem xe quận 1 hoặc tân bình buổi tối cảm ơn chợ tốt đã duyệt tin,0,0,0,0,0,1,0
18500000.0,13.86 tr,16.27 tr,Yamaha,Exciter,20000,Xe số,100 - 175 cc,Nhật Bản,12,1538.4615384615386,ex zin 2014 xuống áo ngay chủ ex 2014 máy zin nhẹ xe xuống áo chuẩn bstp xe ngay mình đứng tên ae mau lẹ bớt lộc lh 177 ky con phuong nguyên thái bình q 1 bạn nào có ab hoac lead trao đổi bù trừ tuy theo đời xe nhé,0,0,0,0,0,1,0
37000000.0,36.19 tr,42.49 tr,Honda,Vario,900,Tay ga,100 - 175 cc,Việt Nam,2,300.0,siêu lướt như mới dính pháp lý hôn nhân vario 160 2024 xe nhà ít đi siêu lướt siêu mới dính pháp lý hôn nhân chính chủ ghi giấy tay kèm cccd,0,1,0,0,0,0,1
6000000.0,3.91 tr,4.59 tr,Hãng khác,Dòng khác,300000,Tay ga,100 - 175 cc,Không rõ,25,11538.461538461539,xe vespa paggio xanh cần bán xe vespa xanh ngọc như hình tại quận 1,0,0,0,0,0,0,0
11000000.0,36.71 tr,43.1 tr,Honda,Air Blade,70000,Tay ga,100 - 175 cc,Nhật Bản,3,17500.0,bán xe ab đầu bò đen nhám dư xe cần bán có fix mọi chức năng hoạt động bình thường khung sườn keng nội thất ko hoen rỉ mục nát đinh tán còn sơn phết có chống trộm chỉ có dàn áo trầy nhẹ theo năm tháng miễn trung gian xe biển tp mua bán công chứng giữa người mua bán giao cà vẹt,0,0,0,0,0,0,0
83000000.0,42.75 tr,50.19 tr,Honda,Cub,8600,Xe số,100 - 175 cc,Thái Lan,4,1720.0,bán cup125 xe như mới đầy đủ phụ kiện theo xe mới bán cup125 xe như mới đầy đủ phụ kiện theo xe mới lấy xe đen mới mua đưa qua do đổi xe đen nên nhượng lại xe xanh chỉ để dành đi học cavet chính chủ bso đẹp có thể uỷ quyền cho khách đi thoải mái fix nhẹ cho ae chung đam mê cup125,0,0,0,0,0,0,1
33000000.0,30.13 tr,35.37 tr,Honda,Vario,27000,Tay ga,100 - 175 cc,Việt Nam,7,3375.0,vario đen bán xe như ảnh chính chủ uỷ quyền lần 2 mua về chỉ đổ xăng là đi nhớt lọc gió mới thay lọc gió k n bớt 500k cho người thiện chí mua lưu ý mấy a cò vạc khướu tu hú có thấy tin e đăng thì đừng trả giá dìm e chỉ bớt 500k cho người thiện chí mua sử dụng còn trả dưới giá e k bán đỡ mất thời gian đôi bên,0,1,0,0,0,0,1
30000000.0,25.09 tr,29.45 tr,Piaggio,Vespa,23000,Tay ga,100 - 175 cc,Nước khác,10,2090.909090909091,cần bán xe vespa cũ 3vie 125 đời 2016 màu trắng xe còn chạy tốt do ít sử dụng nên bán lại khách thiện chí có thể thương lượng được giá tốt,0,0,0,0,0,0,0
65000000.0,40.61 tr,47.67 tr,Honda,SH,38000,Tay ga,100 - 175 cc,Nước khác,18,2000.0,bán nhanh lẹ hàng quốc dân anh em ai cũng thích dễ chơi dễ trải nghiệm sh150 ý đời 2008 dọn full fom ý anh em nhìn hình đánh giá em bán nhanh gọn lẹ 6xxx tiểu học anh em dễ chơi công chúng mua bán nhanh gọn lẹ sau khi giao dịch thành công em ở q1 em khanh lubu 9 tuổi,0,1,0,0,0,0,0
29900000.0,26.31 tr,30.89 tr,Honda,Vision,2642,Tay ga,100 - 175 cc,Việt Nam,4,528.4,honda vision 2022 mới 99 màu xanh đen nhám honda vision đời 2022 giá 29 tr 900k hãng xe honda đăng kí bao rút hồ sơ đảm bảo giấy tờ sang tên thoải mái dung tích 110cc phun xăng điện tử fi màu xanh đen cam kết động cơ và máy nguyên zin xe không đâm đụng không ngập nước,0,0,0,0,0,1,0
9000000.0,8.28 tr,9.73 tr,Honda,Wave,300000,Xe số,100 - 175 cc,Việt Nam,11,25000.0,wave s giá thương lượng xe nhà ít dùng nên bán lốp xe mới ngoại hình còn mới máy chạy êm giá thương lượng cho khách thiện chí,0,0,0,0,0,0,0
15000000.0,7.94 tr,9.32 tr,Honda,Wave,6000,Xe số,100 - 175 cc,Việt Nam,12,461.53846153846155,do đổi xe cần sang xe bán xe wave rsx fi 2014 cần bán giữ kỹ chạy ít cho ai có nhu cầu cần thiết sử dụng nhanh gọn bớt chút lộc cho ai tới sớm,0,0,0,0,0,0,0
31999000.0,72.21 tr,84.76 tr,Honda,CBR,9999,Tay côn/Moto,100 - 175 cc,Nước khác,7,1249.875,honda cbr150 cần bán cbr150 năm 2019 xe ít đi anh chị nào quan tâm xin liên lạc xem xe xin cảm ơn anh chị đã đọc tin,0,0,0,0,0,0,0
19000000.0,16.51 tr,19.38 tr,Honda,Winner X,5000,Tay côn/Moto,100 - 175 cc,Việt Nam,7,625.0,bán xe winner x 2019 kẹt tiền cần bán gấp xe mua cho con chạy mà giờ nhóc đi làm nước ngoài ko ai chạy em cần bán lại xe còn mới 90 bao tranh chấp,0,0,0,0,0,0,0
7000000.0,5.96 tr,6.99 tr,Honda,SCR,15000,Tay ga,100 - 175 cc,Trung Quốc,16,882.3529411764706,bán xe tay ga honda scr đời đầu 2010 còn chạy tốt bán xe tay ga honda scr đời đầu 2010 còn chạy tốt xe nữ đi nên máy còn chạy rất êm lh,0,0,0,0,0,0,0
4300000.0,3.6 tr,4.23 tr,Suzuki,Hayate,55000,Tay ga,100 - 175 cc,Nhật Bản,15,3437.5,cần bán hayate máy êm bstp xe bao tranh chấp máy êm biển thành phố mua về là sử dụng thích hợp cho anh em đi làm giao dịch trực tiếp quận 5 tphcm,0,0,0,0,0,0,0
32000000.0,28.79 tr,33.8 tr,Yamaha,Exciter,48364,Tay côn/Moto,100 - 175 cc,Nhật Bản,4,9672.8,cần bán ex155 chính chủ bstp xe bstp sang tên hay uỷ quyền đều được xem xe tại q 1 lh sdt zalo,0,0,0,0,0,0,1
12500000.0,10.39 tr,12.2 tr,Honda,Wave,30000,Xe số,100 - 175 cc,Việt Nam,8,3333.3333333333335,ban xe xe nhà đang đi đời 2018 chính chủ máy nguyên zin giá 12trieu500,0,0,0,0,0,1,1
87000000.0,74.57 tr,87.54 tr,Honda,SH,9500,Tay ga,100 - 175 cc,Việt Nam,4,1900.0,sh150i 2022 abs chính chủ cần bán bán xe sh 150i abs xe chính chủ đỏ đẹp như mới biển số thành phố giá 87 000 000đ xe tại vũng tàu thông tin xe dòng xe honda sh 150i abs màu đỏ đô sang trọng đăng ký tháng 11 2022 odo 9 500 km biển số thành phố tình trạng xe chính chủ đi rất ít giữ kỹ như mới chưa từng ngập nước hay đâm đụng máy móc zin nguyên bản 100 xe phù hợp cho anh chị cần một chiếc tay ga cao cấp đi êm kiểu dáng sang trọng giá hợp lý so với xe mới,0,1,1,0,0,1,1
43000000.0,8.99 tr,10.55 tr,Hãng khác,Dòng khác,5000,Tay ga,100 - 175 cc,Nước khác,7,625.0,cần bán xe vespa primaria 2019 iget xe nữ đi lại máy còn mới biển số sài gòn đẹp,0,0,0,0,0,0,0
3200000.0,3.11 tr,3.66 tr,SYM,Attila,10000,Tay ga,100 - 175 cc,Nhật Bản,17,555.5555555555555,giao dịch tận nhà cần giấy tay thì thì manb giấy xe cũ ko chạy đã lâu giấy tờ đầy đủ cần giấy tay thì mang giấy và viết,0,0,0,0,0,0,0
21000000.0,13.05 tr,15.32 tr,Piaggio,Zip,8000,Tay ga,100 - 175 cc,Việt Nam,7,1000.0,xe nha ich su dung tinh trang xe hoan hao xe piaggio tât ca ðêu hoat ðông rât tôt xe không thây phu tung tât ca chinh hang,0,0,0,0,0,0,0
70000000.0,65.71 tr,77.13 tr,Honda,SH,52000,Tay ga,100 - 175 cc,Nhật Bản,6,7428.571428571428,cần bán xe sh 150i vn thắng cbs màu đen nhám xe nhà đi kỹ có trầy theo năm tháng xe chính chủ ko phải cửa hàng mua bán hay trung gian mẫu 2019 đăng ký t1 2020 chiếc cuối cùng ở sg xe màu đen nhám máy móc chưa bung xe vừa thay ngớt dây coro bình nước mát xem xe tại quận 7 ko bán cho ac cửa hàng hay mô giới xe chính chủ đăng ký,0,1,0,0,0,0,1
10800000.0,16.31 tr,19.14 tr,Honda,Wave,500,Xe số,50 - 100 cc,Trung Quốc,2,166.66666666666666,giấy tờ đầy đủ biển 70 ngoại hình đẹp áo new tem 110 phuộc nice cdn nhôm võ mới rổ thái choá bọng full mới máy móc êm nhẹ full chức năng giấy tờ đầy đủ biển 7,0,0,0,0,0,0,0
35500000.0,31.06 tr,36.46 tr,Yamaha,R,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,7,2500.0,r15 v3 đen nhám tình hình là lên cc nên nhượng lại đam mê cho anh em chơi xe mình bảo dưỡng định kỳ 3 tháng lần thay dầu 1 5k km bình mới vào 1 số đồ chơi phuộc nitro bình dầu chống đổ sườn pô lon sc có gắn tiêu trợ lực fullpass cnc vàng đèn bi cầu trợ sáng kenzo chắn bùn giá đỡ điện thoại gương cánh gió xi nhan tặng thêm cặp kính zin túi đựng đồ pat trên bình xăng bắng này đồ chơi găn thêm cộng bảo dưỡng thường xuyên nên anh em đừng ép giá nhé,0,0,0,0,0,1,0
49000000.0,33.12 tr,38.88 tr,Peugeot,Django,1363,Tay ga,50 - 100 cc,Nước khác,5,227.16666666666666,chính chủ bán xe chính hang xe pháp hãng xe pháp nổi tiếng hình sư tử peugeot xe đăng ký năm 2021 2022 và 2023 dính covid nên xe chạy rất ít và nữ chạy cẩn thânh nên còn rất mới máy móc zin thời gian sử dụng thực tế chưa tới 2 năm giấy tờ chính chủ,0,1,0,0,0,1,1
64999999.0,43.42 tr,50.97 tr,Honda,Click,25000,Xe số,100 - 175 cc,Thái Lan,11,2083.3333333333335,click thái 125 trắng 2015 xe gốc phú nhuận chủ chạy kỹ ngoại hình đẹp tưng máy móc chưa chỉnh sửa odo 25k km ko tua máy móc phanh nhớt đã được kiểm tra vệ sinh bảo dưỡng bao công chứng giấy tờ hợp lệ liên hệ a nhựt nguyễn cư trinh sdt,0,0,0,0,0,0,0
11500000.0,7.98 tr,9.37 tr,Honda,Lead,50000,Tay ga,100 - 175 cc,Việt Nam,14,3333.3333333333335,bán xe nhà do mới mua xe mới nên em cho ra đi bé này lead 110 cuối 2012 đá chống tắt máy ngoại hình đẹp lung linh máy móc bao êm chính chủ ký giấy xe em chạy hàng ngày nên anh chị em yên tâm dư dùng em mới bán nhà gần chùa ko nói dóc anh chị em cần xe ib hoặc alo mua liền bớt lộc chút đỉnh,0,1,0,0,0,0,1
23000000.0,24.04 tr,28.22 tr,Honda,Dòng khác,120000,Xe số,100 - 175 cc,Việt Nam,4,24000.0,honda future 2022 xe mình đang đứng ủy quyền date cao 2022 nhận giao lưu với xe ga cho vợ mình xem xe tại quận 1 sau giờ hành chánh,0,0,0,0,0,0,0
12800000.0,8.25 tr,9.68 tr,Honda,@,1,Xe số,100 - 175 cc,Việt Nam,8,0.1111111111111111,wave 2018 hàng về anh chị nào cần xe đi làm đi cày bừa hú em wave 2018 bstp chính chủ máy móc nguyên êm zin dá 12tr800 bớt lộc call,0,0,0,0,0,1,1
4300000.0,2.15 tr,2.53 tr,SYM,Attila,40000,Tay ga,100 - 175 cc,Không rõ,22,1739.1304347826087,xe nhà đi ko dùng nữa ai cần ib ạ có trầy theo năm tháng máy móc êm chạy thoải mái về quê bình thường,0,0,0,0,0,0,0
45000000.0,29.93 tr,35.13 tr,Honda,Air Blade,80000,Tay ga,100 - 175 cc,Việt Nam,6,11428.57142857143,airblade 2020 62 2 airblade 150 2020 62 2 cần bán full máy 62 2 dên lightspeed lòng redleo 62 full aracer mini 5 af2 sensor 4 9 autotune cực nhạy pô zin móc lọc gió dna nồi canh theo bài đầu zin làm lên cam brt họng gió brt co gió intake kim phun brt pô arka g310 mâm rcb sơn màu vàng cát bộ mạch tăng sáng demi đổi màu auto passing chỉnh trên app đt yên xe tấn tài cặp vỏ michelin gp mới thay máy móc hoạt động hoàn hảo do mới bảo trì bs tp dễ nhìn dá ra đi 4x x có như không nếu nhiệt tình xe công chứng 1 nốt nhạc do ngay chủ đầu tiên ae có nhu cầu xin liên hệ,0,0,0,0,0,1,0
22500000.0,21.1 tr,24.77 tr,Honda,Vision,46000,Tay ga,100 - 175 cc,Việt Nam,7,5750.0,visino đỏ nâu đk 2019 ban vision đỏ nâu dk lần đầu 2019 khóa smartkey bs tphcm máy zin áo có trầy nhẹ ace nào thích alo mình để hổ trợ giá tốt e k nhận tn cam on ace da xem bai ak,0,0,0,1,0,1,0
10800000.0,8.6 tr,10.1 tr,Honda,Air Blade,51000,Tay ga,100 - 175 cc,Việt Nam,17,2833.3333333333335,xe nhà dư cần bán ab 2009 fi xe nhà dư cần bán xe ab 2009 fi phun xăng điện tử tiết kiệm xăng máy êm áo đẹp mua về chỉ sử dụng ko làm gì hết bstp gtđđ ko chính chủ bán bao tranh chấp tại nhà xem xe q1 bớt ít thôi nhé,0,0,0,0,0,0,1
25800000.0,23.33 tr,27.39 tr,Honda,Future,15000,Xe số,100 - 175 cc,Không rõ,5,2500.0,future led 125 đk 11 2021 đen nhám bánh mâm bstp đổi xe khác nên mình cần bán lại 1 xe máy honda future led 125 đk 11 2021 đen nhám bánh mâm bstp xe dán keo nguyên con nên tháo keo là mới keng xe chính chủ bà xã đứng tên và sử dụng chạy ít chủ yếu đi làm văn phòng hằng ngày odo đúng 15000 km máy móc nguyên zin bảo trì bảo dưỡng thay nhớt định kỳ đầy đủ xe công chứng mua bán sang tên hay ủy quyền đều được giá bán 25 triệu 800 ngàn bác nào có ý định trả giá dưới 25 triệu xin vui lòng ko liên hệ để tránh mất thời gian 2 bên ạ e xin cảm ơn liên hệ chủ xe quyên 0chin0chin444chin0hai xem xe tại nhà đinh tiên hoàng q1,0,1,0,0,0,1,1
140000000.0,55.2 tr,64.8 tr,Honda,SH,999,Tay ga,Trên 175 cc,Nước khác,9,99.9,bán sh 300i 2017 sh 3 xị chưa bao giờ rẻ như lúc này sh300i nhập ý date 2017 biển số thành phố chính chủ máy móc êm ái full pxl ecu ate v4 3x hp hỗ trợ anh em về zin không thêm phí đồ chơi cơ bản phuộc ohlins 818 chính hãng cặp đĩa braking chính hãng cùm domino xịn nồi sau malossi set pô cổ titan móc theo bài dá chỉ 12x lấy phuộc thêm dùm em 13đ bảo hành cục máy cho anh em an tâm sử dụng bao quay đầu cho anh em trãi nghiệm hỗ trợ góp trực tiếp với shop 50 60 nhận xe hỗ trợ góp qua ngân hàng quẹt thẻ tín dụng đc 293 vườn lài tân phú 368moto sh125i sh150i sh350,0,1,0,0,0,1,1
12000000.0,20.71 tr,24.32 tr,Honda,Air Blade,56688,Tay ga,100 - 175 cc,Không rõ,9,5668.8,ab 2017 màu hot đẹp mình trải nghiệm xong chia lại cho ai đam mê xe ab đời 2017 xe màu xám tím ca may đẹp máy êm đã thay nhớt đầy đủ xe bán 12 triệu giá này đọc kỹ giúp rồi dt cho mình mình chỉ bán cho người sử dụng anh em mua bán xe xin bỏ qua,0,0,0,0,0,0,0
25990000.0,20 tr,23.47 tr,Yamaha,Mio,4900,Tay ga,100 - 175 cc,Nhật Bản,4,980.0,yamaha fino 125 sporty chính chủ xe yamaha mio fino 125 nhập indo chính chủ odo 4 900km xem xe tại 183 10 bùi viện phường phạm ngũ lão quận 1 tphcm xem xe liên hệ gặp minh,0,0,0,0,0,0,1
120000000.0,13.7 tr,16.08 tr,Honda,Dòng khác,2,Tay côn/Moto,Trên 175 cc,Nhật Bản,6,0.2857142857142857,bán xe cb500x honda cb500x 2020 xe dàn ngoài đẹp keng ốc tán zin keng đồ zin theo xe xe lên đồ chơi đồ zin còn pô zin và phuộc zin trợ lực yss phuộc sau yss chống đổ khung thùng nhôm sau baga sau cặp đèn trợ sáng cặp đèn trong hình k có kinh gió lọc gió k n xe máy móc bảo dưỡng đầy đủ chuẩn zin mạnh êm vừa bảo dưỡng thay nhớt và thay nước mát xe bs tỉnh tp bà rịa sang tên thuế 1 chinh chủ ủy quyền hay mua bán sang tên nhanh chóng giá 120 triệu,0,0,0,0,0,1,0
32000000.0,30.13 tr,35.37 tr,Honda,Vario,27000,Tay ga,100 - 175 cc,Thái Lan,7,3375.0,vario 150 đen nhám nợ nần bán xe m đang đứng uỷ quyền mua bán sang tên hợp lệ xe về đổ xăng là chạy,0,0,0,0,0,0,0
36000000.0,28.66 tr,33.64 tr,Honda,MSX 125,3263,Tay ga,100 - 175 cc,Việt Nam,3,815.75,cần bán sửa dụng 2 tháng trầy vài vết nhẹ xe còn mới,0,0,0,0,0,0,0
40000000.0,37.85 tr,44.43 tr,Honda,Air Blade,1000,Tay ga,100 - 175 cc,Việt Nam,2,333.3333333333333,ab 125 2021 dky lan đầu 2024 odo chưa đến 1000km ạ xem xe trực tiếp tại 19a cống quỳnh lh em,0,0,0,0,0,0,0
6800000.0,6.58 tr,7.72 tr,Honda,Wave,23015,Xe số,100 - 175 cc,Việt Nam,15,1438.4375,xe wave rsx 2011 mua xe mới nên dư xe wave nhà đi mới thay nhớt bố thắng cổ pô viết giấy bao tranh chấp giao cà vẹt,0,0,0,0,0,0,0
8500000.0,6.68 tr,7.84 tr,Honda,Lead,92000,Tay ga,100 - 175 cc,Việt Nam,16,5411.764705882353,xe chính chủ nhà dư xe nên cần thanh lý sang tên liền tay xem xe tại quận 1 tphcm,0,1,0,0,0,0,1
120000000.0,,,Royal Enfield,Dòng_Khác,11500,Tay côn/Moto,Trên 175 cc,Không rõ,7,1437.5,bán royal enfield 650 interceptor hết đam mê ra đi em royal enfield interceptor 650 đk 2019 chính chủ biển hn odo xe 11500km tặng kèm cặp thùng civi chính hãng cặp pô dusland chính hãng nốt giá cả còn thương lượng,0,0,0,0,0,0,1
12900000.0,12.59 tr,14.78 tr,Honda,Air Blade,9999,Tay ga,100 - 175 cc,Nhật Bản,16,588.1764705882352,air blade zin xe zin nguyên bản căng đét biển sg máy zin qúa chất chạy im ru như xe điện xe cầm tl 9chủ kí khó bao tranh chấp,0,0,0,0,0,1,0
17000000.0,12.56 tr,14.75 tr,Hãng khác,Dòng khác,8000,Xe số,50 - 100 cc,Việt Nam,2,2666.6666666666665,wave alpha 2024 cần bán wave alpha 2024 kiểng nhẹ bstp 9c mới đi được 8000km giá 17tr500k,0,0,0,0,0,0,0
72000000.0,62.76 tr,73.68 tr,Honda,SH,35000,Tay ga,100 - 175 cc,Việt Nam,7,4375.0,shvn2019 150 abs như tiêu đề mình cần bán nhanh chính chủ bstp dễ nhìn 35036 vừa dán decal đổi màu xám lampo dàn chân sơn sporty mới đẹp máy móc êm ru bảo dưỡng định kỳ cảm ơn chotot duyệt tin,0,0,1,0,0,0,1
106000000.0,,,Honda,Rebel,50000,Tay côn/Moto,Trên 175 cc,Không rõ,40,1219.5121951219512,bán xe honda rebel 250cc năm 1986 bán xe honda rebel 250cc năm 1986 xe nhà đang đi giờ em muốn đổi xe khác nên bán lại cho anh em nào yêu thích dòng xe này dung tích 250cc năm sản xuất 1986 đồ zin 95 tình trạng hoàn hảo nguyên bản xe đẹp giấy tờ hải quan chính ngạch xe chính chủ mua bán sang tên ngay luôn biển số tp hcm tình trạng xe xe đang chạy ngon lành mượt mà bảo dưỡng định kỳ không cần sửa chữa mua về chỉ đổ xăng vào chạy xe kiểu dáng huyền thoại phong cách cổ điển động cơ mạnh mẽ bền bỉ phù hợp cho những ai yêu thích dòng xe mô tô cổ giá bán 106 triệu anh em thiện chí mua liên hệ trực tiếp với em là chính chủ xem xe tại quận 1 cảm ơn chợ tốt đã đăng tin,1,0,0,0,0,1,1
39000000.0,36.71 tr,43.1 tr,Honda,Air Blade,11000,Tay ga,100 - 175 cc,Việt Nam,3,2750.0,honda airblade 4val 2023 hi mọi người do mình muốn đổi lên xe to xác hơn do mình to con đi xe ab nhỏ này thấy không thoải mái nên cần bán chiếc xe này xe mình mua mới tại head phát tiến cmt8 vào t7 2023 bstp q10 chính chủ mình đứng tên sang tên ủy quyền đều được odoo tầm 11 ngàn km có tăng hằng ngày do là xe đi làm tình trạng xe có dán full keo có trầy do mình gửi trong bãi xe khá hẹp về lột ra dán lại hết là như mới bảo dưỡng tầm 1500km 2000km là mình mang vô hãng thay nhớt máy nhớt láp vừa thay luôn lọc gió và bugi bảo dưỡng đầy đủ và đúng theo lịch phần khác mình có lên thêm 1 số món để xe đi thoải mái an toàn hơn hơn đã thay cặp lốp pirelli rosso sport vừa đi gần 1000km gù sh150i cụm thắng rcb mão ab160 lốt cốp 3d cảm biến bật tắt đèn xe tự động đồ zin còn đủ hết nay muốn bán hoặc giao lưu pcx125 150 bù trừ hợp lý mọi thông tin mình đã ghi đủ mọi người cần thêm thông tin gì thì cứ sms zalo mình nhé cảm ơn cả nhà,0,1,0,0,0,1,1
26000000.0,19.35 tr,22.71 tr,Yamaha,Janus,2400,Tay ga,100 - 175 cc,Không rõ,2,800.0,xe tay ga janus màu xanh đen 125cc 2024 mới 95 xe chưa hư hỏng bao giờ mua tại hãng tháng 7 2024 xem xe liên hệ em nhé ạ,0,0,0,0,0,0,0
9200000.0,7.2 tr,8.45 tr,Honda,Cub,12000,Xe số,Dưới 50 cc,Nhật Bản,28,413.7931034482759,cúp nhật 81 đèn tròn 50 cc mới keng nhà ít dùng e giao lưu con cúp nhật 81 50 cc cực đẹp biển số đẹp số lùi như tiến tiền như núi xe tâm huyết nhà e cúp nhật 81 đời cao chót vót máy cực chất miễn bàn luôn thì thầm mùa xuân bao ae êm ru ru xe giấy tờ đầy đủ 50 cc đi ko cần bằng lái lưu ý giá tốt nên ko bớt ae mua dc hả gọi khỏi mất thời gian cảm ơn miễn trả lời tin nhắn,0,1,0,0,1,0,0
7300000.0,6.12 tr,7.18 tr,Yamaha,Sirius,40000,Xe số,100 - 175 cc,Việt Nam,16,2352.9411764705883,cần bán xe sirius mình có chiếc xe cũ cần bán xe biển tỉnh 86 xe chính chủ mẹ mình đứng tên ai cần liên hệ nhé giá bán còn bớt lọc,0,0,0,0,0,0,1
