Giá,Khoảng_giá_min,Khoảng_giá_max,Thương_hiệu,Dòng_xe,Số_Km_đã_đi,Loại_xe,Dung_tích_xe,Xuất_xứ,Tuổi_đời_xe,Km_per_Year,Text_Raw,is_hqcn,is_nhap_y,is_abs,is_smartkey,is_vip_plate,is_zin,is_chinh_chu,Giá_Dự_Đoán,Residuals
5000000.0,3.55 tr,4.17 tr,Hãng khác,Dòng khác,76000,Tay ga,50 - 100 cc,Nước khác,16,4470.588235294118,tay ga sky hawk cần bán xe sky hawk của hãng haojue do không còn nhu cầu sử dụng xe chưa dọn dẹp hay sơn gì cả xe rất phù hợp để chở hàng cảng to mua e tặng kèm thùng xe chở người vô tư xe chính chủ giấy tờ ủy quyền sang tên vô tư máy e đảm bảo vệ sinh nồi thay nhớt định kỳ thì chạy bao khỏe giá này e xin không thương lượng mua nt zl hoặc call không sms,0,0,0,0,0,0,1,6532824.152673861,-1532824.152673861
13500000.0,10.17 tr,11.94 tr,Detech,Espero,80,Tay ga,Dưới 50 cc,Không rõ,4,16.0,xe tay ga 50cc kiểu giống vespa rất xinh xe chính chủ bstp mua về để tập thôi rất ít chạy mình dán keo ngay khi vừa mua nên còn mới lắm ai thích xe hú m nhee,0,0,0,0,0,0,1,19836548.15979025,-6336548.159790251
26500000.0,24.11 tr,28.3 tr,Honda,Lead,50000,Tay ga,100 - 175 cc,Việt Nam,7,6250.0,honda lead 2019 ít đi xe 1 đời chủ mình mua oto nên k sử dụng xe bao mạnh mới thay cặp vỏ k có 1 lỗi nào ai có thiện chí đến xem,0,0,0,0,0,0,0,27347503.68848004,-847503.6884800382
17500000.0,16.55 tr,19.43 tr,Honda,Lead,16000,Tay ga,100 - 175 cc,Không rõ,10,1454.5454545454545,lead 125 đời 2016 xe còn như mới cần bán giá tốt lead 125 đời 2016 xe còn như mới cần bán giá tốt xe đi chưa tới 16 ngàn kim ai cần liên hệ trực tiếp nhé có fix nhẹ miễn cò lái mất thời gian,0,0,0,0,0,0,0,16779516.751217786,720483.2487822138
45800000.0,35.34 tr,41.48 tr,Honda,Vario,9500,Tay ga,100 - 175 cc,Việt Nam,3,2375.0,honda vario 160 xám xi măng abs cuối 2023 zin đẹp bãn xe honda vario 160 xám xi măng thắng abs 2 đĩa đăng ký năm 2023 xe nguyên zin sơn zin đẹp bao keo không trầy máy móc chưa mở máy ngon êm ru xe còn mới đẹp ken ken biển số thành phố ngay chủ ký công chứng sang tên hoặc uỷ quyền được hết giá ba 45 triệu 800 xem xe mua bán tại nhà phường 13 quận 11,0,1,1,0,0,1,0,41437537.59111735,4362462.408882648
3900000.0,6.41 tr,7.52 tr,Yamaha,Mio,100000,Tay ga,100 - 175 cc,Việt Nam,15,6250.0,thanh lí mio utimo hình xe hơi bụi thông cảm ạ cầm đồ thanh lí xe mio utimo có cavet gốc mua bán viết giấy bao tranh chấp hiện trạng xe hơi bụi vì mình để trong kho có trầy xước theo năm tháng máy móc ok chạy vi vu mọi chức năng hoạt động bình thường cavet dki năm 2017 hiện tại mình chưa check lại năm dki xe anh em đến xem trực tiếp cho dễ nhé giá 3triệu9 xem xe tại 137 ngô tất tố p22 quận bình thạnh,0,0,0,0,0,0,0,5740061.681146154,-1840061.6811461542
14000000.0,7.36 tr,8.64 tr,Victory,Dòng khác,1000,Tay ga,Dưới 50 cc,Việt Nam,2,333.3333333333333,cần nhượng lại xe tay ga 50cm xe tay ga victoria loại vespa màu xanh rêu như hình xe mới mua tháng 10 2024 xe nhà ít đi xem xe ở quận 3,0,0,0,0,0,0,0,16938340.977999575,-2938340.9779995754
13888888.0,6.84 tr,8.03 tr,Detech,Dòng khác,300,Tay côn/Moto,100 - 175 cc,Việt Nam,8,33.333333333333336,do không có sử dụng do không có nhu cầu sử dụng cần bán bớt em tay côn nhỏ gọn xe làm mới gần như 100 phù hợp cho ai thích tay côn nhỏ gọn đi phố không hao xăng xe chạy thích xe không chính chủ bao tranh chấp ra lộc cho ae thiện trí lh,0,0,0,0,0,0,1,21725434.290462226,-7836546.290462226
5200000.0,4.37 tr,5.13 tr,Hãng khác,Dòng khác,1234,Tay côn/Moto,100 - 175 cc,Nhật Bản,19,61.7,cần bán nhanh từ bỏ đam mê nên muốn bán hoặc giao lưu xe khác máy êm đã lên bánh lớn và một số đồ chơi cho xe đèn nhan đầy đủ có cavet gốc theo xe,0,0,0,0,0,0,0,11564073.659154339,-6364073.659154339
6300000.0,3.59 tr,4.21 tr,Honda,Cub,1000,Xe số,Dưới 50 cc,Nhật Bản,12,76.92307692307692,xe cup 81 có giấy đăng ký xe tp hcm xe mình đi học cấp 3 nay lên đại học cần pass lại cho bạn nào cần xe chạy êm không hư vặt bạn nào có nhu cầu mua xe xin vui lòng liên hệ số điện thoại hoặc có thể đến trực tiếp nhà mình để xem xe đ c 2117 11c phạm thế hiển p6 q8 tphcm,0,1,0,0,0,0,0,10233718.421464728,-3933718.421464728
5000000.0,5.18 tr,6.08 tr,Honda,Lead,100000,Tay ga,50 - 100 cc,Việt Nam,19,5000.0,bán cho ai cần khu vực quận 8 xe đang sử dụng có nhu cầu bán ai mua thì liên hệ tại 45 trương đình hội f16 q8 hcm,0,0,0,0,0,0,0,9943800.774503829,-4943800.774503829
3900000.0,6.78 tr,7.96 tr,Honda,Wave,32700,Xe số,100 - 175 cc,Việt Nam,17,1816.6666666666667,xe honda cần bán xe máy êm cực kỳ zin nguyên con anh em mua chó hàng hết sức ngon bền cực kỳ hãy gọi điện thoại cho chú cầm ơn các cháu,0,0,0,0,0,1,0,10126888.567241678,-6226888.567241678
25000000.0,,,Suzuki,Viva,300000,Xe số,100 - 175 cc,Việt Nam,4,60000.0,suzuki viva 2022 chùm mền rin chính chủ dư bán chiếc xe suzuki viva 2002 biển số sài gòn xe kỹ niệm xe chùm mền mới dọn ngoài máy chưa bung tiếng máy thì thầm chạy như xe mới xem xe tại nhà ae nào thiện chí bớt chút lộc về chạy xe đang ơ biên hoà bao thợ thầy chính chủ sang tên thoải mái cho ae,0,0,0,0,0,0,1,16494082.071283404,8505917.928716596
8500000.0,10.11 tr,11.87 tr,Piaggio,Liberty,49000,Tay ga,100 - 175 cc,Việt Nam,12,3769.230769230769,liberty 3v bstp xe đẹp keng du dung bán chiếc liberty 3v 2014bstp xe đẹp lắm lien lac k đổ bể máy zin êm bao chạy trước mua cửa hàng bán giao cavet vs hợp đồng uỷ quyền cũ,0,0,0,0,0,1,0,13937108.774462681,-5437108.774462681
10000000.0,9.2 tr,10.8 tr,SYM,Wolf,0,Tay côn/Moto,100 - 175 cc,Đài Loan,13,0.0,wolf 125 up enduro cần bán hoặc giao lưu xe tay ga tình trạng đã thay nhông sên dĩa mới điện đèn đề đầy đủ một số chi tiết đã cũ theo năm tháng ưu tiên gdtt tại sg,0,0,0,0,0,0,0,13898449.659792723,-3898449.659792723
60000000.0,47.19 tr,55.39 tr,Honda,Vario,56000,Tay ga,100 - 175 cc,Nước khác,10,5090.909090909091,xe gd cần bán vario 150 đời 2016 chính chủ bstp xe bảo dưỡng thường xuyen,0,0,0,0,0,0,1,42591192.83104339,17408807.168956608
18000000.0,20.04 tr,23.53 tr,Honda,Air Blade,120000,Tay ga,100 - 175 cc,Nhật Bản,10,10909.09090909091,xe ab máy zin xe dep bstp 9c cccd xe gia dinh it di ong anh di cong trinh bán lại cho ai can xe co cccd kem theo xem xe se thich con rat moi bao duong hãng,0,0,0,0,0,1,0,17430786.893279735,569213.106720265
27000000.0,26.16 tr,30.71 tr,Yamaha,Exciter,24000,Tay côn/Moto,100 - 175 cc,Nhật Bản,5,4000.0,cân bán ex 155 cân bán ex 155 bản tiêu chuân xe k chính chủ có giáy uỷ quyên,0,0,0,0,0,0,1,25426153.174101844,1573846.8258981556
15500000.0,14.95 tr,17.54 tr,Yamaha,Exciter,20600,Tay côn/Moto,100 - 175 cc,Việt Nam,10,1872.7272727272727,bán xe ex 150 đời đầu xe thanh lý cửa hàng giấy tờ bao tranh chấp giao cavet chứng minh chủ photo xe dán full keo dàn áo sơn zin odo đúng đồng hồ,0,1,0,0,0,1,0,17973012.320733797,-2473012.320733797
10500000.0,13.66 tr,16.04 tr,Yamaha,Exciter,34000,Tay côn/Moto,100 - 175 cc,Không rõ,14,2266.6666666666665,yamaha exciter 2012 em chuẩn bị về quê nên cần bán chiếc yamaha exciter 2012 ít chạy biển thành phố odo 34k giấy tờ hợp pháp giá 10tr có fix cf xăng xe ngã 4 thủ đức xem xe trực tiếp để ép giá liên hệ trực tiếp zalo hoặc sdt,0,0,0,0,0,0,0,11421285.178055022,-921285.1780550219
50000000.0,37.63 tr,44.18 tr,Honda,Vario,2300,Tay ga,100 - 175 cc,Việt Nam,1,1150.0,vario 160 xxm 9c bstp cần bán xe như hình bstp 9c sang tên ngay odo 2300km mới tinh ko 1 vết trầy do dán keo nguyên xe dán cả nhựa nhám tiền nào của đó xe đk cuối 2024 ai cần lh e ạ tks,0,0,0,0,0,0,0,45881662.132031955,4118337.867968045
26500000.0,12.2 tr,14.32 tr,Honda,Dream,41000,Xe số,100 - 175 cc,Việt Nam,5,6833.333333333333,honda supper dream 2016 mẫu cuối cùng mộc zin hình sao xe vậy bao sang tên công chứng mua bán trong ngày giá để lại cho anh em về chạy 26tr5 mọi chi tiết inb để biết thêm thông tin máy zin nắp chao chưa mở luôn ạ xe đẹp cứng test thoải mái ưng lấy ạ có gl máy game và xe các loại,0,0,0,0,0,1,0,14028698.23614117,12471301.76385883
12600000.0,7.98 tr,9.37 tr,Honda,Lead,25000,Tay ga,100 - 175 cc,Không rõ,14,1666.6666666666667,bán lead fi 110 cuối 2012 tem râu mới 98 bstp mẫu xe đá chống tắt máy dùng kỹ mới lột keo xe rất mới máy xe mạnh cực êm nguyên zin 100 vỏ xe mới xe mẫu pbđb cứng cáp đủ 2 kính 2 chìa khoá xe chính chủ mua bán làm giấy tờ công chứng,0,0,0,0,0,1,1,11655619.195556717,944380.804443283
12000000.0,12.64 tr,14.84 tr,Honda,Air Blade,61526,Tay ga,100 - 175 cc,Việt Nam,16,3619.176470588235,xe tay ga air blade 2010 màu đen còn mới xe mua tại cửa hàng hon da bình minh quận 9 xe còn mới đẹp liên hệ xem xe tại 167 cầu xây phường tân phú tp thủ đức sđt giấy tờ chính chủ,0,0,0,0,0,0,1,10532719.76354196,1467280.2364580408
16500000.0,15.31 tr,17.98 tr,Honda,Lead,65000,Tay ga,100 - 175 cc,Việt Nam,12,5000.0,bán xe lead chính chủ không còn nhu cầu đi xe chính chủ 1 đời bảo hành bão dưỡng full hãng 100 đồ hãng xe đẹp không đâm đụng cấn móp gì,0,0,0,0,0,0,1,13528190.42039903,2971809.5796009693
10890000.0,10.02 tr,11.76 tr,Benelli,Dòng_Khác,1000,Tay côn/Moto,100 - 175 cc,Trung Quốc,9,100.0,beneli tnt150 máy móc êm ru mới thay bxc biển số cà mau,0,0,0,0,0,0,0,18218152.3258662,-7328152.3258662
16500000.0,16.92 tr,19.86 tr,Honda,Vision,30000,Tay ga,100 - 175 cc,Nhật Bản,9,3000.0,honda vision chính hãng chính chủ máy êm zin cần bán xe như hình máy êm zin chạy ngon giấy tờ đầy đủ bst68 chính chủ công chứng ai mua lh thanks chợ tốt đăng tin giá còn thương lượng,0,0,0,0,0,1,1,17810509.536782283,-1310509.5367822833
52500000.0,51.28 tr,60.19 tr,Honda,Vario,27000,Tay ga,100 - 175 cc,Nước khác,9,2700.0,vario 125 2017 bstp 9c bao rút nhập vario 125 2017 9c kí giấy nhanh lẹ full salaya dàn ngoài sơn full new cam kết bảo hành 6 tháng,0,0,0,0,0,0,0,50125202.882711515,2374797.117288485
25000000.0,15.75 tr,18.49 tr,Yamaha,Exciter,60000,Tay côn/Moto,100 - 175 cc,Việt Nam,9,6000.0,exciter 62zz redleo touring chia tay nội công máy 62zz redleo touring bền dàn áo style thái mxking đầu up led mâm 8 cây mới thay vỏ mechilin mới thay nhông sên dĩa nhớt liên hệ xem xe tại tphcm,0,0,0,0,0,0,0,17070664.773444276,7929335.226555724
6500000.0,7.94 tr,9.32 tr,Honda,Wave,6666,Xe số,100 - 175 cc,Nhật Bản,12,512.7692307692307,xe ít chạy xe nhà ko chạy tới nên bán rẻ xe rất đẹp máy móc êm ngon chức năng hoạt động tốt cả,0,0,0,0,0,0,0,8380432.943628702,-1880432.9436287023
20000000.0,23.11 tr,27.13 tr,Honda,Sonic,20000,Tay côn/Moto,100 - 175 cc,Việt Nam,6,2857.1428571428573,cầm đồ thanh lý sonic cầm đồ thanh lý xe sonic 2020 biển số hậu giang giao cccd chữ ký chủ cavet đủ giá 20tr,0,1,0,0,0,0,0,24941993.609379396,-4941993.609379396
14500000.0,10.24 tr,12.02 tr,Honda,Wave,99999,Xe số,50 - 100 cc,Việt Nam,21,4545.409090909091,can ban wave zx biển số 43 máy chay bao êm cần bán wave zx 205 biển số 43 máy chay bao êm,0,0,0,0,0,0,0,8714547.290368179,5785452.709631821
25000000.0,22.35 tr,26.24 tr,Honda,Air Blade,40000,Tay ga,100 - 175 cc,Việt Nam,8,4444.444444444444,cần bán ab125 xe máy móc zin chưa rớt đầu xe đi bảo dưỡng định kì sdt,0,0,0,0,0,1,0,22867884.783404987,2132115.2165950127
35555555.0,32.11 tr,37.7 tr,Honda,Vario,100000,Tay ga,100 - 175 cc,Nước khác,5,16666.666666666668,vario xe ngay chủ ki giấy ae cần alo e ạ cảm ơn ae nhiều 125cc,0,0,0,0,0,0,0,34459366.98848753,1096188.0115124732
30000000.0,14.51 tr,17.04 tr,Yamaha,Exciter,300000,Tay côn/Moto,100 - 175 cc,Không rõ,13,21428.571428571428,cần bán xe gấp xe ít chạy nhà k có chổ đậu xe chính chủ xem xe tại nhà bè chưa qua sửa chửa xe còn mới ổn áp,0,0,0,0,0,0,1,14842834.203275353,15157165.796724647
7600000.0,7.37 tr,8.65 tr,Honda,Wave,49000,Xe số,100 - 175 cc,Việt Nam,13,3500.0,bán wave s110c 2013 nguyên zin dán keo bán wave s110c 2013 dán keo đầu nồi còn nguyên zin xe nhà sd còn mới đẹp về chạy liền khỏi sửa chữa trước mua cửa hàng ko ký giấy bán viết giấy bao tranh chấp giá 7t6,0,1,0,0,0,1,0,10149614.686748423,-2549614.6867484227
15500000.0,15.94 tr,18.72 tr,Yamaha,Exciter,20,Tay côn/Moto,100 - 175 cc,Không rõ,15,1.25,dư xe mới làm 62zz ycs dên zin nguyên cây chạy cảm nhận là biết 09c bao tranh chấp giấy mua bán cửa hàng zalo hoặc điện thoại,0,0,0,0,0,1,0,15804569.842752192,-304569.84275219217
4300000.0,2.15 tr,2.53 tr,SYM,Attila,40000,Tay ga,100 - 175 cc,Không rõ,22,1739.1304347826087,xe nhà đi ko dùng nữa ai cần ib ạ có trầy theo năm tháng máy móc êm chạy thoải mái về quê bình thường,0,0,0,0,0,0,0,4281824.244687782,18175.75531221833
46800000.0,6.56 tr,7.7 tr,Honda,Dream,86863,Xe số,100 - 175 cc,Nhật Bản,1,43431.5,dream thái up full super bstp dream thái 54zz up full super máy mới làm xong bstp nói chung xe nhà chạy anh em yên tâm khỏi lăng tăng ohlins monkey xịn bình bông mai vàng xịn niềng excel căm nova vỏ michelin xịn cổ titan thái ròm nha tay thắng tbt tăng chỉnh anh em cứ qua xem xe trực tiếp là ok nhất số 86863 đuôi gọi k được thì gọi số này xe nhà sang tên ký uỷ quyền cho anh em 1 nốt nhạc,0,1,0,0,0,0,0,16921299.008013073,29878700.991986927
23000000.0,21.96 tr,25.78 tr,Honda,Air Blade,25000,Tay ga,100 - 175 cc,Việt Nam,8,2777.777777777778,xe honda air blade 125 đk 2018 màu đỏ biển số tp bán xe honda tay ga air blade 125 fi đăng ký 2018 màu đỏ biến số tp xe đẹp máy êm đồ zin mua về chỉ việc chạy xe mua có giấy công chứng của hàng khoảng có thời gian đi sang tên nay bán lại cho ai có nhu cầu sử dụng giá 23 triệu xin liên hệ 23 80 42 nguyễn hữu tiến phường tây thạnh quận tân phú gặp chú hùng,0,1,0,0,0,1,0,21804208.507628288,1195791.4923717119
8400000.0,4.64 tr,5.44 tr,Yamaha,Mio,20000,Tay ga,100 - 175 cc,Không rõ,18,1052.6315789473683,xe mio chính chủ bstp mới làm máy do không có nhu cầu sử dụng nữa nên ra đi em mio chính chủ bstp mới làm máy đầu nồi không tiếp cò lái,0,0,0,0,0,0,1,6921978.625428007,1478021.374571993
20000000.0,24.1 tr,28.29 tr,Honda,Air Blade,32000,Tay ga,100 - 175 cc,Việt Nam,7,4000.0,bán gấp air blade để xuất cảnh xe nhà dùng còn rất mới chỉ để đưa đón con đi học cần bán gấp ể xuất cảnh xe ko chính chủ bao tranh chấp,0,0,0,0,0,0,1,26418351.963993456,-6418351.963993456
12400000.0,8.35 tr,9.8 tr,Yamaha,Nouvo,45000,Tay ga,50 - 100 cc,Việt Nam,10,4090.909090909091,nouvo 6 sang tên dc em cần bán xe nhà đang sử dụng xe sang tên hợp lệ máy móc êm ít sữa chữa ốc táng nước sơm theo xe năm tháng coi xe trực tiếp ngay nhà cả 2 yên tâm,0,0,0,0,0,0,0,10030797.047188465,2369202.9528115354
3500000.0,2.72 tr,3.2 tr,SYM,Attila,24583,Tay ga,100 - 175 cc,Đài Loan,21,1117.409090909091,bán xe máy sym attila victoria thái độ cẩn thận như đối với gia đình mọi thứ cần thiết đã được cập nhật chất lỏng đều mới dầu thay cách đây 150 km ngoài ra thẻ xanh giấy tờ tay nắm mới lốp xe còi đèn sáng,0,0,0,0,0,0,0,4204487.825792017,-704487.8257920174
21500000.0,21.96 tr,25.78 tr,Honda,Air Blade,60000,Tay ga,100 - 175 cc,Việt Nam,8,6666.666666666667,em bán ab 2018 chính chủ xe máy móc nguyên zin em 1 chủ từ đầu nên xài rất kỹ dàn áo còn mới vỏ nhớt bảo hành thường xuyên lốp mới thay,0,0,0,0,0,1,1,20696182.458921444,803817.5410785563
19000000.0,13.61 tr,15.98 tr,Yamaha,Exciter,40000,Tay côn/Moto,100 - 175 cc,Việt Nam,12,3076.923076923077,bán ex xe up máy 57kck mượt ai ưng ib em có fix nhẹ ai ưng ib em cho nghe tiếng máy ạ,0,0,0,0,0,0,0,14372534.446626475,4627465.553373525
6600000.0,20.06 tr,23.54 tr,Suzuki,Dòng khác,15000,Xe số,50 - 100 cc,Nhật Bản,7,1875.0,thanh lí xe góp xe máy êm ít hao xăng xem xe tại nhà,0,0,0,0,0,0,0,8403848.607421689,-1803848.6074216887
16500000.0,21 tr,24.66 tr,Honda,Air Blade,75,Tay ga,100 - 175 cc,Việt Nam,9,7.5,airblade 125 bstp khoá smartkey ab 125 không chính chủ bao tranh chấp khoá smartkey bstp dàn áo xấu theo năm tháng giá không giảm thêm nếu được thì gọi khỏi mất thời gian 2 bên,0,0,0,1,0,0,1,21219455.928601854,-4719455.928601854
28500000.0,22.96 tr,26.96 tr,Peugeot,Django,11000,Tay ga,100 - 175 cc,Đức,8,1222.2222222222222,em mới mua xe mới nên cần bán lại peugeot bstp em cần bán lại con xe peugeot 125cc bstp 2018 9 chủ odo 11000km xe ít đi chủ yếu đi chợ cafe tiệt tùng do em mới mua xe 4 chổ ko có chổ để xe em nó nên cần bán lại cho anh chị nào cần giá có bớt cho anh chị nào qua xem xe ạ 22 huỳnh đình hai f 24 quận bình thạnh điện thoại trước khi qua ạ,0,0,0,0,0,0,0,17412382.92901849,11087617.07098151
8000000.0,8.99 tr,10.56 tr,Honda,Air Blade,100000,Tay ga,100 - 175 cc,Việt Nam,14,6666.666666666667,ab 8tr q12 giay to đay đu bao tranh chap xe áo hơn xuống a,0,0,0,0,0,0,0,10024188.073589783,-2024188.0735897832
23800000.0,21.87 tr,25.67 tr,Honda,Vision,35000,Tay ga,100 - 175 cc,Không rõ,6,5000.0,xe vision fi sport 2020 biển sổ thành phố chính chủ sang tên công chứng khoá smartkey 2 chìa xe zin từ kính đến máy bao test máy xe co trầy xước nhẹ ko đáng kể đẹp chính chủ giấy tờ đầy đủ,0,0,0,1,0,1,1,23234285.769104462,565714.2308955379
20000000.0,29.9 tr,35.1 tr,Honda,Spacy,80000,Tay ga,100 - 175 cc,Nhật Bản,5,13333.333333333334,cần bán xe cần bán xe giấy tờ đầy đủ liên hệ,0,0,0,0,0,0,0,31884943.4444596,-11884943.444459599
4500000.0,7.94 tr,9.32 tr,Yamaha,Luvias,30000,Tay ga,100 - 175 cc,Không rõ,12,2307.692307692308,luvias fi xe giá rẽ cho anh em cần chân đi bao tranh chấp,0,0,0,0,0,0,0,8474353.735790092,-3974353.7357900925
12000000.0,11.64 tr,13.66 tr,SYM,Galaxy,10800,Xe số,Dưới 50 cc,Đài Loan,3,2700.0,galaxy 50 cũ 2023 galaxy 50cc học sinh sinh viên không cần bằng lái odo 10 800km xe đi bảo dưỡng đầy đủ mỗi 1000km máy nguyên zin mua về chỉ cần chạy không cần làm gì thêm sang tên ủy quyền đều đc giá 12 đồng cho ace ạ liên hệ qua tin nhắn vì sdt ko còn xài nx,0,0,0,0,0,1,0,14752127.901485017,-2752127.9014850166
21000000.0,6.5 tr,7.63 tr,Hãng khác,Dòng khác,20000,Tay côn/Moto,Trên 175 cc,Trung Quốc,8,2222.222222222222,mình cần bán lại xe legend 200cc xe mình mua lại từ cửa hàng có giấy mua bán xe chỉ có cavet khong chính chủ xe bao tranh chấp có giấy tờ đầy đủ,0,0,0,0,0,0,1,43533587.74107365,-22533587.741073653
28000000.0,17.14 tr,20.13 tr,Honda,Future,9999,Xe số,100 - 175 cc,Việt Nam,21,454.5,bán xe future 2 up wave125 dọn mới từ trong ngoài tình trạng xe mới từ trong ra ngoài mới dọn từ trước tết tới giờ máy làm full cục sơn từ trong ra ngoài tỉ mỉ xe dọn chạy nay chán bán xe k9c bao tranh chấp không sang tên ae sang tên nhờ cò giúp,0,0,0,0,0,0,0,20559234.60760978,7440765.392390221
78000000.0,70.02 tr,82.2 tr,Honda,SH,19000,Tay ga,100 - 175 cc,Không rõ,5,3166.6666666666665,xe cá nhân thanh lí xe cuối đời 2020 đầu 2021 cbs bstp giấy tờ pháp lí đầy đủ đảm bảo chính chủ sáng tên nhanh gọn xe zin 100 chưa đụng chạm ngoại hình như ảnh đẹp lengkeng xem xe trực tiếp ở thủ đức để có giá tốt vẫn còn fix cho ae thiện chí,0,0,0,0,0,1,1,79075729.85840048,-1075729.858400479
25000000.0,15.97 tr,18.75 tr,Honda,Air Blade,6800,Tay ga,100 - 175 cc,Việt Nam,11,566.6666666666666,cần bán xe ab trùm mềnh airblade 125cc đời 2015 màu đen nhám km vận hành 6800 trùm mền xe chính chủ một đời chủ giá 25t,0,0,0,0,0,0,1,16153158.692247953,8846841.307752047
6500000.0,5.29 tr,6.21 tr,Yamaha,Luvias,70000,Tay ga,100 - 175 cc,Việt Nam,16,4117.64705882353,xe máy êm chỉ bị chầy chúc máy êm gu hơi bị mạnh bao chạy bao chạy,0,0,0,0,0,0,0,5860854.035783754,639145.9642162463
25000000.0,24.52 tr,28.78 tr,Honda,Spacy,300000,Tay ga,100 - 175 cc,Nhật Bản,21,13636.363636363636,spacy nhà sử dụng m cần bán 1 spacy như hình xe chính chủ bs tphcm xe đi từ đó tới giờ máy móc nghiêm chỉnh dàn chân cứng cắp dàn mủ dàn keo ko bễ pass đề là nổ nhẹ nhag ae thiện chí qua xem xe sẽ fix ạ công chưng 1 nốt nhạc,0,0,0,0,0,0,1,42269598.2236581,-17269598.2236581
40000000.0,35.85 tr,42.08 tr,Honda,Vario,10000,Tay ga,100 - 175 cc,Việt Nam,2,3333.333333333333,bán vario 160 cbs đẹp keng bán xe vario 160 cbs 2024 xe mới keng chạy được 10 000km xe ở gò vấp bớt lộc cho ae nhanh gọn,0,0,0,0,0,0,0,44838330.19588839,-4838330.195888393
71000000.0,45.34 tr,53.22 tr,Piaggio,Vespa,5600,Tay ga,100 - 175 cc,Nước khác,4,1120.0,kẹt tiền cần bán gấp giá còn thương lượng xe ít chạy đi kỉ chủ yếu đậu ở nhà chính chủ sang tên uỷ quyền thoải mái,0,0,0,0,0,0,1,66353550.536500536,4646449.463499464
6500000.0,6.99 tr,8.21 tr,Honda,Wave,7654,Xe số,100 - 175 cc,Việt Nam,14,510.26666666666665,cần bán wave rsx 110 cần bán xe wave rsx 110 như hình chạy được 7654km đèn đề xi nhan và kim xăng đủ giấy tờ đầy đủ trước mua ở cửa hàng vẫn còn giấy mua xe ở cửa hàng máy êm đề nhạy bs q8 tp hcm giá bán 6tr500 xe rất lợi xăng mình có bảo dưỡng thay nhớt hằng tháng mua về chỉ chạy thôi,0,0,0,0,0,0,0,8642040.463152073,-2142040.4631520733
20000000.0,12.48 tr,14.66 tr,Honda,Wave,2000,Xe số,100 - 175 cc,Việt Nam,1,1000.0,wave mới keng xe bao anh em chạy giấy tờ chính chủ xe mới mua do ít chạy trùm mền nên cần ra đi giá cả còn thương lượng,0,0,0,0,0,0,1,16815674.219970897,3184325.780029103
7000000.0,6.58 tr,7.72 tr,Honda,Wave,60000,Xe số,100 - 175 cc,Việt Nam,15,3750.0,xe wave s máy zin đầu nồi chưa rớt tình trạng xe dàn áo cũ theo năm tháng câm niềng dàn chân còn sáng bóng xe máy zin chưa đụng đến máy bao êm bao bốc có fix cho anh chị em thiệm trí xem xe trực tiếp q12,0,0,0,0,0,1,0,9938506.58585868,-2938506.5858586803
28000000.0,20.65 tr,24.24 tr,Honda,Sonic,6658,Tay côn/Moto,100 - 175 cc,Nước khác,7,832.25,sonic 2019 cần ra đi chiếc sonic xe chỉ dựng và đi ún cafe máy nồi chưa bung nguyên zin chỉ tăng sên vài lần dàn áo còn rất mới xe chính chủ giá cả còn thương lượng lh,0,0,0,0,0,1,1,29054397.695048537,-1054397.695048537
20400000.0,13.82 tr,16.22 tr,Yamaha,Sirius,4500,Xe số,100 - 175 cc,Nhật Bản,2,1500.0,xe mới mua ko muốn đi nx nên bán xe có gtdd xe còn bảo hành hãng máy móc im ru,0,0,0,0,0,0,0,16769078.314355955,3630921.6856440455
2600000.0,3.28 tr,3.85 tr,Suzuki,Hayate,9999,Tay ga,50 - 100 cc,Không rõ,18,526.2631578947369,bán xe lại cho ai cần xe mọi chức năng hoạt động tốt mua về chỉ việc chạy đi làm biển số tỉnh có giấy,0,0,0,0,0,0,0,5048214.806519371,-2448214.8065193715
13000000.0,39.02 tr,45.81 tr,Honda,Cub,1100,Xe số,50 - 100 cc,Việt Nam,3,275.0,cần tiền bán gấp xe cup cần bán con xe cúp 50 hãng kazuki xe chỉ dùng đi uống cà fe mới có 1100km mới leng keng ai cần thì liên hệ gấp nhé có bớt cho ai thiện chí,0,0,0,0,0,0,0,20204239.853457306,-7204239.853457306
120000000.0,75.95 tr,89.16 tr,Honda,SH,3000,Tay ga,Trên 175 cc,Việt Nam,2,1000.0,bán xe sh 350i nhập thái đi 3000km bán xe sh 350i mới đi 3k km siêu lướt sang tên chính chủ tại gò vấp 120tr tl,0,0,0,0,0,0,1,114038666.6,5961333.400000006
23000000.0,25.95 tr,30.46 tr,Honda,Sonic,40024,Tay côn/Moto,100 - 175 cc,Việt Nam,4,8004.8,xe sonic 150r dành cho anh em thật sự đam mê xe giấy tờ đầy đủ cà vẹt bảo hiểm xe mang biển số tại tỉnh nơi đã mua là bình thuận chủ xe mua lại vì nhu cầu đam mê và yêu thích xe tay côn nhưng vì lý do đi làm ở nước ngoài nên muốn tìm người cùng đam mê để gửi lại chăm sóc và tiếp tục sử dụng nó xe được chăm sóc và sử dụng rất kỹ càng và tỉ mỉ nên lốc máy và tình trạng xe còn rất tốt có thể đến xem và check lại tình trạng xe trước khi quyết định mua ạ,0,1,0,0,0,0,0,24405714.980799057,-1405714.9807990566
